slice_path,target,volume,slice
/content/data/volume_41_slice_113.h5,0,41,113
/content/data/volume_41_slice_114.h5,0,41,114
/content/data/volume_41_slice_115.h5,0,41,115
/content/data/volume_41_slice_116.h5,0,41,116
/content/data/volume_41_slice_117.h5,0,41,117
/content/data/volume_41_slice_118.h5,0,41,118
/content/data/volume_41_slice_119.h5,0,41,119
/content/data/volume_41_slice_120.h5,0,41,120
/content/data/volume_41_slice_121.h5,0,41,121
/content/data/volume_41_slice_122.h5,0,41,122
/content/data/volume_41_slice_123.h5,0,41,123
/content/data/volume_41_slice_124.h5,0,41,124
/content/data/volume_41_slice_125.h5,0,41,125
/content/data/volume_41_slice_126.h5,0,41,126
/content/data/volume_41_slice_127.h5,0,41,127
/content/data/volume_41_slice_128.h5,0,41,128
/content/data/volume_41_slice_129.h5,0,41,129
/content/data/volume_41_slice_130.h5,0,41,130
/content/data/volume_41_slice_131.h5,0,41,131
/content/data/volume_41_slice_132.h5,0,41,132
/content/data/volume_41_slice_133.h5,0,41,133
/content/data/volume_41_slice_134.h5,0,41,134
/content/data/volume_41_slice_135.h5,0,41,135
/content/data/volume_41_slice_136.h5,0,41,136
/content/data/volume_41_slice_137.h5,0,41,137
/content/data/volume_41_slice_138.h5,0,41,138
/content/data/volume_41_slice_139.h5,0,41,139
/content/data/volume_41_slice_140.h5,0,41,140
/content/data/volume_41_slice_141.h5,0,41,141
/content/data/volume_41_slice_142.h5,0,41,142
/content/data/volume_41_slice_143.h5,0,41,143
/content/data/volume_41_slice_144.h5,0,41,144
/content/data/volume_41_slice_145.h5,0,41,145
/content/data/volume_41_slice_146.h5,0,41,146
/content/data/volume_41_slice_147.h5,0,41,147
/content/data/volume_41_slice_148.h5,0,41,148
/content/data/volume_41_slice_149.h5,0,41,149
/content/data/volume_41_slice_150.h5,0,41,150
/content/data/volume_41_slice_151.h5,0,41,151
/content/data/volume_41_slice_152.h5,0,41,152
/content/data/volume_41_slice_153.h5,0,41,153
/content/data/volume_41_slice_154.h5,0,41,154
/content/data/volume_185_slice_0.h5,0,185,0
/content/data/volume_185_slice_1.h5,0,185,1
/content/data/volume_185_slice_2.h5,0,185,2
/content/data/volume_185_slice_3.h5,0,185,3
/content/data/volume_185_slice_4.h5,0,185,4
/content/data/volume_185_slice_5.h5,0,185,5
/content/data/volume_185_slice_6.h5,0,185,6
/content/data/volume_185_slice_7.h5,0,185,7
/content/data/volume_185_slice_8.h5,0,185,8
/content/data/volume_185_slice_9.h5,0,185,9
/content/data/volume_185_slice_10.h5,0,185,10
/content/data/volume_185_slice_11.h5,0,185,11
/content/data/volume_185_slice_12.h5,0,185,12
/content/data/volume_185_slice_13.h5,0,185,13
/content/data/volume_185_slice_14.h5,0,185,14
/content/data/volume_185_slice_15.h5,0,185,15
/content/data/volume_185_slice_16.h5,0,185,16
/content/data/volume_185_slice_17.h5,0,185,17
/content/data/volume_185_slice_18.h5,0,185,18
/content/data/volume_185_slice_19.h5,0,185,19
/content/data/volume_185_slice_20.h5,0,185,20
/content/data/volume_185_slice_21.h5,0,185,21
/content/data/volume_185_slice_22.h5,0,185,22
/content/data/volume_185_slice_23.h5,0,185,23
/content/data/volume_185_slice_24.h5,0,185,24
/content/data/volume_185_slice_25.h5,0,185,25
/content/data/volume_185_slice_26.h5,1,185,26
/content/data/volume_185_slice_27.h5,1,185,27
/content/data/volume_185_slice_28.h5,1,185,28
/content/data/volume_185_slice_29.h5,1,185,29
/content/data/volume_185_slice_30.h5,1,185,30
/content/data/volume_185_slice_31.h5,1,185,31
/content/data/volume_185_slice_32.h5,1,185,32
/content/data/volume_185_slice_33.h5,1,185,33
/content/data/volume_185_slice_34.h5,1,185,34
/content/data/volume_185_slice_35.h5,1,185,35
/content/data/volume_185_slice_36.h5,1,185,36
/content/data/volume_185_slice_37.h5,1,185,37
/content/data/volume_185_slice_38.h5,1,185,38
/content/data/volume_185_slice_39.h5,1,185,39
/content/data/volume_185_slice_40.h5,1,185,40
/content/data/volume_185_slice_41.h5,1,185,41
/content/data/volume_185_slice_42.h5,1,185,42
/content/data/volume_185_slice_43.h5,1,185,43
/content/data/volume_185_slice_44.h5,1,185,44
/content/data/volume_185_slice_45.h5,1,185,45
/content/data/volume_185_slice_46.h5,1,185,46
/content/data/volume_185_slice_47.h5,1,185,47
/content/data/volume_185_slice_48.h5,1,185,48
/content/data/volume_185_slice_49.h5,1,185,49
/content/data/volume_185_slice_50.h5,1,185,50
/content/data/volume_185_slice_51.h5,1,185,51
/content/data/volume_185_slice_52.h5,1,185,52
/content/data/volume_185_slice_53.h5,1,185,53
/content/data/volume_185_slice_54.h5,1,185,54
/content/data/volume_185_slice_55.h5,1,185,55
/content/data/volume_185_slice_56.h5,1,185,56
/content/data/volume_185_slice_57.h5,1,185,57
/content/data/volume_185_slice_58.h5,1,185,58
/content/data/volume_185_slice_59.h5,1,185,59
/content/data/volume_185_slice_60.h5,1,185,60
/content/data/volume_185_slice_61.h5,1,185,61
/content/data/volume_185_slice_62.h5,1,185,62
/content/data/volume_185_slice_63.h5,1,185,63
/content/data/volume_185_slice_64.h5,1,185,64
/content/data/volume_185_slice_65.h5,1,185,65
/content/data/volume_185_slice_66.h5,1,185,66
/content/data/volume_185_slice_67.h5,1,185,67
/content/data/volume_185_slice_68.h5,1,185,68
/content/data/volume_185_slice_69.h5,1,185,69
/content/data/volume_185_slice_70.h5,1,185,70
/content/data/volume_185_slice_71.h5,1,185,71
/content/data/volume_185_slice_72.h5,1,185,72
/content/data/volume_185_slice_73.h5,1,185,73
/content/data/volume_185_slice_74.h5,1,185,74
/content/data/volume_185_slice_75.h5,1,185,75
/content/data/volume_185_slice_76.h5,1,185,76
/content/data/volume_185_slice_77.h5,1,185,77
/content/data/volume_185_slice_78.h5,1,185,78
/content/data/volume_185_slice_79.h5,1,185,79
/content/data/volume_185_slice_80.h5,1,185,80
/content/data/volume_185_slice_81.h5,1,185,81
/content/data/volume_185_slice_82.h5,1,185,82
/content/data/volume_185_slice_83.h5,1,185,83
/content/data/volume_185_slice_84.h5,1,185,84
/content/data/volume_185_slice_85.h5,1,185,85
/content/data/volume_185_slice_86.h5,1,185,86
/content/data/volume_185_slice_87.h5,1,185,87
/content/data/volume_185_slice_88.h5,1,185,88
/content/data/volume_185_slice_89.h5,1,185,89
/content/data/volume_185_slice_90.h5,1,185,90
/content/data/volume_185_slice_91.h5,1,185,91
/content/data/volume_185_slice_92.h5,1,185,92
/content/data/volume_185_slice_93.h5,1,185,93
/content/data/volume_185_slice_94.h5,1,185,94
/content/data/volume_185_slice_95.h5,1,185,95
/content/data/volume_185_slice_96.h5,1,185,96
/content/data/volume_185_slice_97.h5,1,185,97
/content/data/volume_185_slice_98.h5,1,185,98
/content/data/volume_185_slice_99.h5,1,185,99
/content/data/volume_185_slice_100.h5,1,185,100
/content/data/volume_185_slice_101.h5,1,185,101
/content/data/volume_185_slice_102.h5,1,185,102
/content/data/volume_185_slice_103.h5,1,185,103
/content/data/volume_185_slice_104.h5,1,185,104
/content/data/volume_185_slice_105.h5,1,185,105
/content/data/volume_185_slice_106.h5,1,185,106
/content/data/volume_185_slice_107.h5,1,185,107
/content/data/volume_185_slice_108.h5,1,185,108
/content/data/volume_185_slice_109.h5,1,185,109
/content/data/volume_185_slice_110.h5,1,185,110
/content/data/volume_185_slice_111.h5,1,185,111
/content/data/volume_185_slice_112.h5,1,185,112
/content/data/volume_185_slice_113.h5,1,185,113
/content/data/volume_185_slice_114.h5,1,185,114
/content/data/volume_185_slice_115.h5,0,185,115
/content/data/volume_185_slice_116.h5,0,185,116
/content/data/volume_185_slice_117.h5,0,185,117
/content/data/volume_185_slice_118.h5,0,185,118
/content/data/volume_185_slice_119.h5,0,185,119
/content/data/volume_185_slice_120.h5,0,185,120
/content/data/volume_185_slice_121.h5,0,185,121
/content/data/volume_185_slice_122.h5,0,185,122
/content/data/volume_185_slice_123.h5,0,185,123
/content/data/volume_185_slice_124.h5,0,185,124
/content/data/volume_185_slice_125.h5,0,185,125
/content/data/volume_185_slice_126.h5,0,185,126
/content/data/volume_185_slice_127.h5,0,185,127
/content/data/volume_185_slice_128.h5,0,185,128
/content/data/volume_185_slice_129.h5,0,185,129
/content/data/volume_185_slice_130.h5,0,185,130
/content/data/volume_185_slice_131.h5,0,185,131
/content/data/volume_185_slice_132.h5,0,185,132
/content/data/volume_185_slice_133.h5,0,185,133
/content/data/volume_185_slice_134.h5,0,185,134
/content/data/volume_185_slice_135.h5,0,185,135
/content/data/volume_185_slice_136.h5,0,185,136
/content/data/volume_185_slice_137.h5,0,185,137
/content/data/volume_185_slice_138.h5,0,185,138
/content/data/volume_185_slice_139.h5,0,185,139
/content/data/volume_185_slice_140.h5,0,185,140
/content/data/volume_185_slice_141.h5,0,185,141
/content/data/volume_185_slice_142.h5,0,185,142
/content/data/volume_185_slice_143.h5,0,185,143
/content/data/volume_185_slice_144.h5,0,185,144
/content/data/volume_185_slice_145.h5,0,185,145
/content/data/volume_185_slice_146.h5,0,185,146
/content/data/volume_185_slice_147.h5,0,185,147
/content/data/volume_185_slice_148.h5,0,185,148
/content/data/volume_185_slice_149.h5,0,185,149
/content/data/volume_185_slice_150.h5,0,185,150
/content/data/volume_185_slice_151.h5,0,185,151
/content/data/volume_185_slice_152.h5,0,185,152
/content/data/volume_185_slice_153.h5,0,185,153
/content/data/volume_185_slice_154.h5,0,185,154
/content/data/volume_135_slice_0.h5,0,135,0
/content/data/volume_135_slice_1.h5,0,135,1
/content/data/volume_135_slice_2.h5,0,135,2
/content/data/volume_135_slice_3.h5,0,135,3
/content/data/volume_135_slice_4.h5,0,135,4
/content/data/volume_135_slice_5.h5,0,135,5
/content/data/volume_135_slice_6.h5,0,135,6
/content/data/volume_135_slice_7.h5,0,135,7
/content/data/volume_135_slice_8.h5,0,135,8
/content/data/volume_135_slice_9.h5,0,135,9
/content/data/volume_135_slice_10.h5,0,135,10
/content/data/volume_135_slice_11.h5,0,135,11
/content/data/volume_135_slice_12.h5,0,135,12
/content/data/volume_135_slice_13.h5,0,135,13
/content/data/volume_135_slice_14.h5,0,135,14
/content/data/volume_135_slice_15.h5,0,135,15
/content/data/volume_135_slice_16.h5,0,135,16
/content/data/volume_135_slice_17.h5,0,135,17
/content/data/volume_135_slice_18.h5,0,135,18
/content/data/volume_135_slice_19.h5,0,135,19
/content/data/volume_135_slice_20.h5,0,135,20
/content/data/volume_135_slice_21.h5,0,135,21
/content/data/volume_135_slice_22.h5,0,135,22
/content/data/volume_135_slice_23.h5,0,135,23
/content/data/volume_135_slice_24.h5,0,135,24
/content/data/volume_135_slice_25.h5,0,135,25
/content/data/volume_135_slice_26.h5,0,135,26
/content/data/volume_135_slice_27.h5,0,135,27
/content/data/volume_135_slice_28.h5,0,135,28
/content/data/volume_135_slice_29.h5,0,135,29
/content/data/volume_135_slice_30.h5,0,135,30
/content/data/volume_135_slice_31.h5,0,135,31
/content/data/volume_135_slice_32.h5,0,135,32
/content/data/volume_135_slice_33.h5,0,135,33
/content/data/volume_135_slice_34.h5,0,135,34
/content/data/volume_135_slice_35.h5,0,135,35
/content/data/volume_135_slice_36.h5,0,135,36
/content/data/volume_135_slice_37.h5,0,135,37
/content/data/volume_135_slice_38.h5,0,135,38
/content/data/volume_135_slice_39.h5,0,135,39
/content/data/volume_135_slice_40.h5,0,135,40
/content/data/volume_135_slice_41.h5,0,135,41
/content/data/volume_135_slice_42.h5,0,135,42
/content/data/volume_135_slice_43.h5,0,135,43
/content/data/volume_135_slice_44.h5,0,135,44
/content/data/volume_135_slice_45.h5,0,135,45
/content/data/volume_135_slice_46.h5,0,135,46
/content/data/volume_135_slice_47.h5,0,135,47
/content/data/volume_135_slice_48.h5,0,135,48
/content/data/volume_135_slice_49.h5,0,135,49
/content/data/volume_135_slice_50.h5,0,135,50
/content/data/volume_135_slice_51.h5,0,135,51
/content/data/volume_135_slice_52.h5,0,135,52
/content/data/volume_135_slice_53.h5,0,135,53
/content/data/volume_135_slice_54.h5,0,135,54
/content/data/volume_135_slice_55.h5,0,135,55
/content/data/volume_135_slice_56.h5,0,135,56
/content/data/volume_135_slice_57.h5,0,135,57
/content/data/volume_135_slice_58.h5,0,135,58
/content/data/volume_135_slice_59.h5,1,135,59
/content/data/volume_135_slice_60.h5,1,135,60
/content/data/volume_135_slice_61.h5,1,135,61
/content/data/volume_135_slice_62.h5,1,135,62
/content/data/volume_135_slice_63.h5,1,135,63
/content/data/volume_135_slice_64.h5,1,135,64
/content/data/volume_135_slice_65.h5,1,135,65
/content/data/volume_135_slice_66.h5,1,135,66
/content/data/volume_135_slice_67.h5,1,135,67
/content/data/volume_135_slice_68.h5,1,135,68
/content/data/volume_135_slice_69.h5,1,135,69
/content/data/volume_135_slice_70.h5,1,135,70
/content/data/volume_135_slice_71.h5,1,135,71
/content/data/volume_135_slice_72.h5,1,135,72
/content/data/volume_135_slice_73.h5,1,135,73
/content/data/volume_135_slice_74.h5,1,135,74
/content/data/volume_135_slice_75.h5,1,135,75
/content/data/volume_135_slice_76.h5,1,135,76
/content/data/volume_135_slice_77.h5,1,135,77
/content/data/volume_135_slice_78.h5,1,135,78
/content/data/volume_135_slice_79.h5,1,135,79
/content/data/volume_135_slice_80.h5,1,135,80
/content/data/volume_135_slice_81.h5,1,135,81
/content/data/volume_135_slice_82.h5,1,135,82
/content/data/volume_135_slice_83.h5,1,135,83
/content/data/volume_135_slice_84.h5,1,135,84
/content/data/volume_135_slice_85.h5,1,135,85
/content/data/volume_135_slice_86.h5,1,135,86
/content/data/volume_135_slice_87.h5,1,135,87
/content/data/volume_135_slice_88.h5,1,135,88
/content/data/volume_135_slice_89.h5,1,135,89
/content/data/volume_135_slice_90.h5,1,135,90
/content/data/volume_135_slice_91.h5,1,135,91
/content/data/volume_135_slice_92.h5,1,135,92
/content/data/volume_135_slice_93.h5,1,135,93
/content/data/volume_135_slice_94.h5,1,135,94
/content/data/volume_135_slice_95.h5,1,135,95
/content/data/volume_135_slice_96.h5,1,135,96
/content/data/volume_135_slice_97.h5,1,135,97
/content/data/volume_135_slice_98.h5,1,135,98
/content/data/volume_135_slice_99.h5,1,135,99
/content/data/volume_135_slice_100.h5,1,135,100
/content/data/volume_135_slice_101.h5,1,135,101
/content/data/volume_135_slice_102.h5,1,135,102
/content/data/volume_135_slice_103.h5,1,135,103
/content/data/volume_135_slice_104.h5,1,135,104
/content/data/volume_135_slice_105.h5,1,135,105
/content/data/volume_135_slice_106.h5,1,135,106
/content/data/volume_135_slice_107.h5,1,135,107
/content/data/volume_135_slice_108.h5,1,135,108
/content/data/volume_135_slice_109.h5,1,135,109
/content/data/volume_135_slice_110.h5,1,135,110
/content/data/volume_135_slice_111.h5,1,135,111
/content/data/volume_135_slice_112.h5,1,135,112
/content/data/volume_135_slice_113.h5,1,135,113
/content/data/volume_135_slice_114.h5,1,135,114
/content/data/volume_135_slice_115.h5,1,135,115
/content/data/volume_135_slice_116.h5,1,135,116
/content/data/volume_135_slice_117.h5,1,135,117
/content/data/volume_135_slice_118.h5,1,135,118
/content/data/volume_135_slice_119.h5,1,135,119
/content/data/volume_135_slice_120.h5,1,135,120
/content/data/volume_135_slice_121.h5,1,135,121
/content/data/volume_135_slice_122.h5,1,135,122
/content/data/volume_135_slice_123.h5,1,135,123
/content/data/volume_135_slice_124.h5,1,135,124
/content/data/volume_135_slice_125.h5,1,135,125
/content/data/volume_135_slice_126.h5,1,135,126
/content/data/volume_135_slice_127.h5,1,135,127
/content/data/volume_135_slice_128.h5,1,135,128
/content/data/volume_135_slice_129.h5,1,135,129
/content/data/volume_135_slice_130.h5,1,135,130
/content/data/volume_135_slice_131.h5,1,135,131
/content/data/volume_135_slice_132.h5,1,135,132
/content/data/volume_135_slice_133.h5,1,135,133
/content/data/volume_135_slice_134.h5,1,135,134
/content/data/volume_135_slice_135.h5,1,135,135
/content/data/volume_135_slice_136.h5,1,135,136
/content/data/volume_135_slice_137.h5,1,135,137
/content/data/volume_135_slice_138.h5,1,135,138
/content/data/volume_135_slice_139.h5,1,135,139
/content/data/volume_135_slice_140.h5,1,135,140
/content/data/volume_135_slice_141.h5,1,135,141
/content/data/volume_135_slice_142.h5,1,135,142
/content/data/volume_135_slice_143.h5,0,135,143
/content/data/volume_135_slice_144.h5,0,135,144
/content/data/volume_135_slice_145.h5,0,135,145
/content/data/volume_135_slice_146.h5,0,135,146
/content/data/volume_135_slice_147.h5,0,135,147
/content/data/volume_135_slice_148.h5,0,135,148
/content/data/volume_135_slice_149.h5,0,135,149
/content/data/volume_135_slice_150.h5,0,135,150
/content/data/volume_135_slice_151.h5,0,135,151
/content/data/volume_135_slice_152.h5,0,135,152
/content/data/volume_135_slice_153.h5,0,135,153
/content/data/volume_135_slice_154.h5,0,135,154
/content/data/volume_306_slice_0.h5,0,306,0
/content/data/volume_306_slice_1.h5,0,306,1
/content/data/volume_306_slice_2.h5,0,306,2
/content/data/volume_306_slice_3.h5,0,306,3
/content/data/volume_306_slice_4.h5,0,306,4
/content/data/volume_306_slice_5.h5,0,306,5
/content/data/volume_306_slice_6.h5,0,306,6
/content/data/volume_306_slice_7.h5,0,306,7
/content/data/volume_306_slice_8.h5,0,306,8
/content/data/volume_306_slice_9.h5,0,306,9
/content/data/volume_306_slice_10.h5,0,306,10
/content/data/volume_306_slice_11.h5,0,306,11
/content/data/volume_306_slice_12.h5,0,306,12
/content/data/volume_306_slice_13.h5,0,306,13
/content/data/volume_306_slice_14.h5,0,306,14
/content/data/volume_306_slice_15.h5,0,306,15
/content/data/volume_306_slice_16.h5,0,306,16
/content/data/volume_306_slice_17.h5,0,306,17
/content/data/volume_306_slice_18.h5,0,306,18
/content/data/volume_306_slice_19.h5,0,306,19
/content/data/volume_306_slice_20.h5,0,306,20
/content/data/volume_306_slice_21.h5,0,306,21
/content/data/volume_306_slice_22.h5,0,306,22
/content/data/volume_306_slice_23.h5,0,306,23
/content/data/volume_306_slice_24.h5,0,306,24
/content/data/volume_306_slice_25.h5,0,306,25
/content/data/volume_306_slice_26.h5,0,306,26
/content/data/volume_306_slice_27.h5,0,306,27
/content/data/volume_306_slice_28.h5,0,306,28
/content/data/volume_306_slice_29.h5,0,306,29
/content/data/volume_306_slice_30.h5,0,306,30
/content/data/volume_306_slice_31.h5,0,306,31
/content/data/volume_306_slice_32.h5,0,306,32
/content/data/volume_306_slice_33.h5,0,306,33
/content/data/volume_306_slice_34.h5,0,306,34
/content/data/volume_306_slice_35.h5,0,306,35
/content/data/volume_306_slice_36.h5,0,306,36
/content/data/volume_306_slice_37.h5,0,306,37
/content/data/volume_306_slice_38.h5,0,306,38
/content/data/volume_306_slice_39.h5,0,306,39
/content/data/volume_306_slice_40.h5,0,306,40
/content/data/volume_306_slice_41.h5,0,306,41
/content/data/volume_306_slice_42.h5,0,306,42
/content/data/volume_306_slice_43.h5,0,306,43
/content/data/volume_306_slice_44.h5,0,306,44
/content/data/volume_306_slice_45.h5,0,306,45
/content/data/volume_306_slice_46.h5,0,306,46
/content/data/volume_306_slice_47.h5,0,306,47
/content/data/volume_306_slice_48.h5,0,306,48
/content/data/volume_306_slice_49.h5,0,306,49
/content/data/volume_306_slice_50.h5,0,306,50
/content/data/volume_306_slice_51.h5,0,306,51
/content/data/volume_306_slice_52.h5,0,306,52
/content/data/volume_306_slice_53.h5,0,306,53
/content/data/volume_306_slice_54.h5,0,306,54
/content/data/volume_306_slice_55.h5,1,306,55
/content/data/volume_306_slice_56.h5,1,306,56
/content/data/volume_306_slice_57.h5,1,306,57
/content/data/volume_306_slice_58.h5,1,306,58
/content/data/volume_306_slice_59.h5,1,306,59
/content/data/volume_306_slice_60.h5,1,306,60
/content/data/volume_306_slice_61.h5,1,306,61
/content/data/volume_306_slice_62.h5,1,306,62
/content/data/volume_306_slice_63.h5,1,306,63
/content/data/volume_306_slice_64.h5,1,306,64
/content/data/volume_306_slice_65.h5,1,306,65
/content/data/volume_306_slice_66.h5,1,306,66
/content/data/volume_306_slice_67.h5,1,306,67
/content/data/volume_306_slice_68.h5,1,306,68
/content/data/volume_306_slice_69.h5,1,306,69
/content/data/volume_306_slice_70.h5,1,306,70
/content/data/volume_306_slice_71.h5,1,306,71
/content/data/volume_306_slice_72.h5,1,306,72
/content/data/volume_306_slice_73.h5,1,306,73
/content/data/volume_306_slice_74.h5,1,306,74
/content/data/volume_306_slice_75.h5,1,306,75
/content/data/volume_306_slice_76.h5,1,306,76
/content/data/volume_306_slice_77.h5,1,306,77
/content/data/volume_306_slice_78.h5,1,306,78
/content/data/volume_306_slice_79.h5,1,306,79
/content/data/volume_306_slice_80.h5,1,306,80
/content/data/volume_306_slice_81.h5,1,306,81
/content/data/volume_306_slice_82.h5,1,306,82
/content/data/volume_306_slice_83.h5,1,306,83
/content/data/volume_306_slice_84.h5,1,306,84
/content/data/volume_306_slice_85.h5,1,306,85
/content/data/volume_306_slice_86.h5,1,306,86
/content/data/volume_306_slice_87.h5,1,306,87
/content/data/volume_306_slice_88.h5,1,306,88
/content/data/volume_306_slice_89.h5,1,306,89
/content/data/volume_306_slice_90.h5,1,306,90
/content/data/volume_306_slice_91.h5,1,306,91
/content/data/volume_306_slice_92.h5,1,306,92
/content/data/volume_306_slice_93.h5,1,306,93
/content/data/volume_306_slice_94.h5,1,306,94
/content/data/volume_306_slice_95.h5,1,306,95
/content/data/volume_306_slice_96.h5,1,306,96
/content/data/volume_306_slice_97.h5,1,306,97
/content/data/volume_306_slice_98.h5,1,306,98
/content/data/volume_306_slice_99.h5,1,306,99
/content/data/volume_306_slice_100.h5,1,306,100
/content/data/volume_306_slice_101.h5,1,306,101
/content/data/volume_306_slice_102.h5,1,306,102
/content/data/volume_306_slice_103.h5,1,306,103
/content/data/volume_306_slice_104.h5,1,306,104
/content/data/volume_306_slice_105.h5,1,306,105
/content/data/volume_306_slice_106.h5,1,306,106
/content/data/volume_306_slice_107.h5,1,306,107
/content/data/volume_306_slice_108.h5,1,306,108
/content/data/volume_306_slice_109.h5,1,306,109
/content/data/volume_306_slice_110.h5,1,306,110
/content/data/volume_306_slice_111.h5,1,306,111
/content/data/volume_306_slice_112.h5,1,306,112
/content/data/volume_306_slice_113.h5,1,306,113
/content/data/volume_306_slice_114.h5,1,306,114
/content/data/volume_306_slice_115.h5,1,306,115
/content/data/volume_306_slice_116.h5,1,306,116
